"collection_title","article_id","title","conference_id","Author","Year","hdl","doi"
"34, 2009 (Addis Ababa, Ethiopia)","9585419","Supporting private entrepreneurs to deliver public goods: engaging sanitation entrepreneurs","34","David Schaub-Jones, Bruno Valfrey-Visser",2018,"https://hdl.handle.net/2134/30531",""
"34, 2009 (Addis Ababa, Ethiopia)","9585773","Urban water pollution and irrigated vegetable farming in Addis Ababa.","34","Getaneh Gebre, Daniel J. Van Rooijen",2018,"https://hdl.handle.net/2134/30512",""
"34, 2009 (Addis Ababa, Ethiopia)","9585866","Challenges and strategies for meeting the sanitation MDG target by 2015","34","Giveson Zulu",2018,"https://hdl.handle.net/2134/30517",""
"34, 2009 (Addis Ababa, Ethiopia)","9585821","Using tariff structures as a demand management instrument: the case of Kampala","34","Sam Kayaga, Ramogodi Motoma",2018,"https://hdl.handle.net/2134/30495",""
"34, 2009 (Addis Ababa, Ethiopia)","9585872","NETSSAF - a multidisciplinary collaboration towards more sustainable sanitation in West Africa: main results","34","Papa A. Fall, Leonellha Barreto, Chris Zurbrugg, C. Werner",2018,"https://hdl.handle.net/2134/30496",""
"34, 2009 (Addis Ababa, Ethiopia)","9585524","Waterless urinals: a proposal to save water and recover urine nutrients in Africa","34","Elisabeth von Muench, P. Dahm",2018,"https://hdl.handle.net/2134/30443",""
"34, 2009 (Addis Ababa, Ethiopia)","9585827","Community-led total sanitation: triggering sustainable development in Zambia","34","Peter Harvey, Leonard Mukosha",2018,"https://hdl.handle.net/2134/30445",""
"34, 2009 (Addis Ababa, Ethiopia)","9585749","Cryptosporidium contamination of water in Africa: the impact on mortality rates for children with HIV/AIDS","34","Tom Mahin, Rachel Peletz",2018,"https://hdl.handle.net/2134/30424",""
"34, 2009 (Addis Ababa, Ethiopia)","9585506","Is there possibility to have an open defecation free environment? Experience of RWSEP on WASH in rural settings of Amhara region","34","Yimenu Adane",2018,"https://hdl.handle.net/2134/30420",""
"34, 2009 (Addis Ababa, Ethiopia)","9585614","Death by heat: the Chulli treatment system","34","Richard B. Johnston",2018,"https://hdl.handle.net/2134/30412",""
"34, 2009 (Addis Ababa, Ethiopia)","9585653","Challenges and opportunities of resource oriented sanitation toilets in Arba Minch, Ethiopia","34","Kinfe Kassa",2018,"https://hdl.handle.net/2134/30414",""
"34, 2009 (Addis Ababa, Ethiopia)","9585707","Post conflict provision of water supply, sanitation and hygiene education: the case of Southern Sudan","34","Michael Wood, Peter Mahal",2018,"https://hdl.handle.net/2134/30409",""
"34, 2009 (Addis Ababa, Ethiopia)","9585629","Implementing the PAWS model of capacity building in Nigeria","34","Nyananso G. Ekanem, Rebecca E. Scott",2018,"https://hdl.handle.net/2134/30370",""
"34, 2009 (Addis Ababa, Ethiopia)","9585725","Tackling the urban waste and food crises simultaneously and sustainably - examples from the Philippines and Burkina Faso","34","Patrick Bracken, Elisabeth von Muench, Arne Panesar",2018,"https://hdl.handle.net/2134/30314",""
"34, 2009 (Addis Ababa, Ethiopia)","9585428","Continuous flow solar disinfection system for a rural community in Kenya","34","Laurence Gill, Colin Price",2018,"https://hdl.handle.net/2134/30287",""
"34, 2009 (Addis Ababa, Ethiopia)","9585584","User acceptance: the key to evaluating SODIS and other methods for household water treatment and safe storage","34","Samuel Luzi, P. Gurung, Regula Meierhofer, Martin Wegelin",2018,"https://hdl.handle.net/2134/30281",""
"34, 2009 (Addis Ababa, Ethiopia)","9585425","Community and small town self-selection process under sector reform programme in Nigeria","34","Yetunde A. Adegoke, Gerald Osuagwu, Dajuma Madaki, Sanusi A. Mai-afu, Tunau Bello, Tameez Ahmad",2018,"https://hdl.handle.net/2134/30262",""
"34, 2009 (Addis Ababa, Ethiopia)","9585623","Achievements and lessons learned from the Uganda self-supply pilot project 2006-2008","34","Joel Kiwanuka",2018,"https://hdl.handle.net/2134/30271",""
"34, 2009 (Addis Ababa, Ethiopia)","9585710","Experience with the introduction of dry, urine-diverting sanitation systems in Ethiopia","34","Martin Oldenburg, Franziska Meinzinger, A.A. Lisanework, K. Gutema, P. Krusche, O. Jebens",2018,"https://hdl.handle.net/2134/30258",""
"34, 2009 (Addis Ababa, Ethiopia)","9585641","Decentralization of formal water sector institutions in Yemen from IWRM perspective","34","Nadia Al-Harithi",2018,"https://hdl.handle.net/2134/30225",""
"34, 2009 (Addis Ababa, Ethiopia)","9585674","Looking forward and backward: implementing global mapping and monitoring tools: the case of Honduras","34","Kate Fogelberg, Diana Betancourt",2018,"https://hdl.handle.net/2134/30189",""
"34, 2009 (Addis Ababa, Ethiopia)","9585701","Influence of climatic conditions on cyanobacteria blooms in a tropical water supply river (Rio das Velhas, Brazil)","34","Eduardo von Sperling, Fernando A. Jardim",2018,"https://hdl.handle.net/2134/30200",""
"34, 2009 (Addis Ababa, Ethiopia)","9585791","A support information system for data management during project implementation: application in Tanzania","34","Jordi Pascual-Ferrer, Alejandro Jimenez, Agusti Perez-Foguet",2018,"https://hdl.handle.net/2134/30194",""
"34, 2009 (Addis Ababa, Ethiopia)","9585875","Water and sanitation sector reform in Nigeria","34","Tameez Ahmad, Said Allaoui, Sanusi A. Mai-afu, Veronique Marx, Kate Kanebi, Mohammed Kamfut",2018,"https://hdl.handle.net/2134/30203",""
"34, 2009 (Addis Ababa, Ethiopia)","9585344","Sustainable transfer of manual well drilling technology to the private sector: a Niger case study","34","Jonathan Naugle, Ibrahim Mamadou",2018,"https://hdl.handle.net/2134/30182",""
"34, 2009 (Addis Ababa, Ethiopia)","9585404","A tri-sector programme of capacity building in Ethiopia: the PAWS model","34","Melkamu Jaleta, Rebecca E. Scott",2018,"https://hdl.handle.net/2134/30167",""
"34, 2009 (Addis Ababa, Ethiopia)","9585341","Water safety plan: a commitment towards safe and sustainable water supplies","34","Nargis Akter, Hasin Jahan",2018,"https://hdl.handle.net/2134/30145",""
"34, 2009 (Addis Ababa, Ethiopia)","9585752","The linkage between settlement profile and choice of sanitation system in peri-urban areas: a case study of Nakuru municipality","34","Y.K. Moseti, Sammy N. Kimani, Benedict M. Mutua",2018,"https://hdl.handle.net/2134/30133",""
"34, 2009 (Addis Ababa, Ethiopia)","9585806","Teaching ecological sanitation in a school environment in Zimbabwe","34","Annie Shangwa, Peter R. Morgan",2018,"https://hdl.handle.net/2134/30122",""
"34, 2009 (Addis Ababa, Ethiopia)","9585845","Implementing the PAWS Model of capacity building in South Africa","34","Amina O. Ismail, Rebecca E. Scott",2018,"https://hdl.handle.net/2134/30137",""
"34, 2009 (Addis Ababa, Ethiopia)","9585545","A demand driven
multi-input
area development approach to water and sanitation in Cabo Delgado, Mozambique","34","Ivone Amaral, Terencio Duarte",2018,"https://hdl.handle.net/2134/30108",""
"34, 2009 (Addis Ababa, Ethiopia)","9585857","Design approach of the Blantyre wastewater treatment plant using the Ed-Wave tool, Malawi","34","Victor Chipofya, A. Kraslawski, Y. Avramenko",2018,"https://hdl.handle.net/2134/30076",""
"34, 2009 (Addis Ababa, Ethiopia)","9585632","Life cycle approach for evaluating sanitation projects - case study: biogas latrine","34","Sarah Ocwieja, James R. Mihelcic",2018,"https://hdl.handle.net/2134/30069",""
"34, 2009 (Addis Ababa, Ethiopia)","9585575","Potential motivators behind household toilet adoption: results from a study in Amhara, Ethiopia","34","Orlando Hernandez, Michael Dejene, Kebede Faris",2018,"https://hdl.handle.net/2134/30029",""
"34, 2009 (Addis Ababa, Ethiopia)","9585800","Sustainability of private sector in municipal solid waste collection: is it possible?","34","Salha M. Kassim",2018,"https://hdl.handle.net/2134/30035",""
"34, 2009 (Addis Ababa, Ethiopia)","9585365","Analysis of stakeholders in the sanitation sector on the example of Arba Minch, Ethiopia","34","Aleksandra Drewko, Ralf Otterpohl",2018,"https://hdl.handle.net/2134/30005",""
"34, 2009 (Addis Ababa, Ethiopia)","9585509","Self supply in Mali: early steps towards an innovatory approach","34","Nicolas Osbert, Sally Sutton",2018,"https://hdl.handle.net/2134/29949",""
"34, 2009 (Addis Ababa, Ethiopia)","9585812","Integration of resource oriented sanitation in informal settlements: the case of Arusha Municipality","34","Joseph Paulo, M. Senzia, J. Mohamed, T. Kimaro, O. Tendwa",2018,"https://hdl.handle.net/2134/29937",""
"34, 2009 (Addis Ababa, Ethiopia)","9585746","Multiple uses of rural household water supplies for livelihood in Ethiopia","34","Alemayehu Mekonen",2018,"https://hdl.handle.net/2134/29904",""
"34, 2009 (Addis Ababa, Ethiopia)","9585356","Assessing the potential for self-supply in Zambia","34","Malama Munkonge, Peter Harvey",2018,"https://hdl.handle.net/2134/29857",""
"34, 2009 (Addis Ababa, Ethiopia)","9585530","A national infrastructure maintenance strategy for South Africa","34","Kevin Wall",2018,"https://hdl.handle.net/2134/29848",""
"34, 2009 (Addis Ababa, Ethiopia)","9585833","Design strategies and preliminary prototype for a low-cost arsenic removal system for rural Bangladesh","34","Johanna Mathieu, Ashok Gadgil, K. Kowolik, S. Qazi, A.M. Agogino",2018,"https://hdl.handle.net/2134/29840",""
"34, 2009 (Addis Ababa, Ethiopia)","9585359","Evaluation techniques for household water treatment projects: biosand filter pilot project in Lao PDR","34","Betman Bhandari, Ron Lentz, B. Suvanthong",2018,"https://hdl.handle.net/2134/29827",""
"34, 2009 (Addis Ababa, Ethiopia)","9585680","Pointed gaps in the provision, quality, patronage and management of toilet facilities in Bawku East District","34","Benjamin M. Tiimub, Michael A. Forson, K. Obiri-Danso, I.A. Rahaman",2018,"https://hdl.handle.net/2134/29790",""
"34, 2009 (Addis Ababa, Ethiopia)","9585431","Monitoring impacts of WASH interventions: the case of SHEWA-B","34","Richard B. Johnston, Amal K. Halder, Tarique M. Nurul Huda, Shamima Akhter, Amanullah Al-Mahmood, Md. Rashidul Huque, Arthur Tweneboa-Kodua, Carole Tronchet, Stephen P. Luby",2018,"https://hdl.handle.net/2134/29744",""
"34, 2009 (Addis Ababa, Ethiopia)","9585755","Sanitation and health challenges in Universities: a status report on studies conducted in Adama University, Ethiopia","34","Wudneh A. Shewa, Jan-Olof Drangert, Nina Hartmuth",2018,"https://hdl.handle.net/2134/29750",""
"34, 2009 (Addis Ababa, Ethiopia)","9585437","Safe drinking water status in the state of Bihar, India: challenges ahead","34","Daya S. Mishra",2018,"https://hdl.handle.net/2134/29735",""
"34, 2009 (Addis Ababa, Ethiopia)","9585608","Community-led total sanitation - promising antecedent to attain fully sanitized villages in Ethiopia","34","Muchie Kidanu, Belinda Abraham",2018,"https://hdl.handle.net/2134/29733",""
"34, 2009 (Addis Ababa, Ethiopia)","9585728","Community-driven water, sanitation and hygiene programme implementation","34","Raphael N. Nwozor",2018,"https://hdl.handle.net/2134/29729",""
"34, 2009 (Addis Ababa, Ethiopia)","9585581","Effectiveness of different household water treatment approaches for people living with HIV/AIDS in Africa","34","Rachel Peletz, Tom Mahin",2018,"https://hdl.handle.net/2134/29712",""
"34, 2009 (Addis Ababa, Ethiopia)","9585794","Private sector involvement in rural water supply: case studies from Uganda","34","Lucrezia Koestler",2018,"https://hdl.handle.net/2134/29683",""
"34, 2009 (Addis Ababa, Ethiopia)","9585368","Sustainability factors for water points in Liberia","34","Lisa Rudge, Eric Bosc",2018,"https://hdl.handle.net/2134/29664",""
"34, 2009 (Addis Ababa, Ethiopia)","9585455","Assessment of wastewater quality for use in crop production: case studies of Egerton University and Nakuru wastewater stabilization ponds","34","V.N. Kimani, S.O. Oduor, J. Aguyo, W.O. Moturi",2018,"https://hdl.handle.net/2134/29670",""
"34, 2009 (Addis Ababa, Ethiopia)","9585788","Mobilizing people for improved hygiene practices through hand washing campaigns in Nigeria","34","Zakariyah O. Agberemi, L. Ofem, A. Saidu",2018,"https://hdl.handle.net/2134/29673",""
"34, 2009 (Addis Ababa, Ethiopia)","9585392","Participatory integrated water resources management (IWRM) planning: lessons from Berki catchment, Ethiopia","34","Kidanemaraim Jembere",2018,"https://hdl.handle.net/2134/29591",""
"34, 2009 (Addis Ababa, Ethiopia)","9585644","The public health safety of using human excreta from urine diverting toilets for agriculture: the Philippine experience","34","Gina S. Itchon, Robert J . Holmer, Ma Luisa B. Tan",2018,"https://hdl.handle.net/2134/29548",""
"34, 2009 (Addis Ababa, Ethiopia)","9585737","SuSanA's road map towards more sustainable sanitation practices","34","Arne Panesar, Arno Rosemarin, Soren Rud, Roland Schertenleib",2018,"https://hdl.handle.net/2134/29541",""
"34, 2009 (Addis Ababa, Ethiopia)","9585539","Making use of available water and sanitation data through independent monitoring programmes","34","Yaw A. Sarkodie, Emmanuel Addai",2018,"https://hdl.handle.net/2134/29539",""
"34, 2009 (Addis Ababa, Ethiopia)","9585563","Sustainable use and implementation of bone char as a technology for arsenic and fluoride removal","34","Laura R. Brunson, David A. Sabatini",2018,"https://hdl.handle.net/2134/29349",""
"34, 2009 (Addis Ababa, Ethiopia)","9585713","Piloting private spare parts supply shops for Afridev handpump in Amhara to scale-up in country and beyond","34","A. Desalegne Mihretie",2018,"https://hdl.handle.net/2134/29351",""
"34, 2009 (Addis Ababa, Ethiopia)","9585557","Smart technologies: new options to reduce costs of rural water supply","34","Henk Holtslag, Walter Mgina",2018,"https://hdl.handle.net/2134/29340",""
"34, 2009 (Addis Ababa, Ethiopia)","9585671","Water tariff rationalisation in Kerala Water Authority","34","V.K. Girijavallabhan",2018,"https://hdl.handle.net/2134/29341",""
"34, 2009 (Addis Ababa, Ethiopia)","9585854","Operational experiences on small-scale community defluoridation systems","34","Bekele Abaire, Feleke Zewge, Messele Endalew",2018,"https://hdl.handle.net/2134/29319",""
"34, 2009 (Addis Ababa, Ethiopia)","9585758","Bank filtration: a sustainable water treatment technology for developing countries","34","Saroj K. Sharma, G. Amy",2018,"https://hdl.handle.net/2134/29311",""
"34, 2009 (Addis Ababa, Ethiopia)","9585647","Simplified sewerage: an appropriate option for rapid coverage in peri-urban areas of India","34","Asit Nema",2018,"https://hdl.handle.net/2134/29287",""
"34, 2009 (Addis Ababa, Ethiopia)","9585848","Linking research and policy in water and sanitation: findings from the SPLASH ERA-Net","34","Julie Fisher, Marianne Alker",2018,"https://hdl.handle.net/2134/29273",""
"34, 2009 (Addis Ababa, Ethiopia)","9585770","Integrated water and sanitation life skills approaches:
the Zambian case study","34","Edwin Adenya",2018,"https://hdl.handle.net/2134/29251",""
"34, 2009 (Addis Ababa, Ethiopia)","9585485","Resource-oriented toilet: a sustainable sanitation option adopted in Arba Minch, Ethiopia","34","Wudneh A. Shewa, Ababu Teklemariam, Franziska Meinzinger, Guenter Langergraber",2018,"https://hdl.handle.net/2134/29216",""
"34, 2009 (Addis Ababa, Ethiopia)","9585722","Sustainability analysis of water supply systems in Cochabamba, Bolivia","34","Saroj K. Sharma, Juan J. Quintanilla",2018,"https://hdl.handle.net/2134/29209",""
"34, 2009 (Addis Ababa, Ethiopia)","9585551","Modelling the benefits of urine diversion for resource recovery: a case study of Arba Minch, Ethiopia","34","Franziska Meinzinger",2018,"https://hdl.handle.net/2134/29191",""
"34, 2009 (Addis Ababa, Ethiopia)","9585386","Community based sanitation entrepreneurship in Mukuru and Korogocho informal settlements, Nairobi","34","Dyfed Aubrey",2018,"https://hdl.handle.net/2134/29152",""
"34, 2009 (Addis Ababa, Ethiopia)","9585731","Integrating a new approach - the example of self supply","34","Sally Sutton",2018,"https://hdl.handle.net/2134/29148",""
"34, 2009 (Addis Ababa, Ethiopia)","9585536","Household water treatment: defluoridation of drinking water by using bone char technology in Ethiopia","34","Samuel Esayas, Michael J. Mattle, Lema Feyisa",2018,"https://hdl.handle.net/2134/29137",""
"34, 2009 (Addis Ababa, Ethiopia)","9585698","Operation and maintenance strategies for resource-oriented sanitation systems in Nakuru, Kenya","34","Edward Muchiri, Elke Muellegger",2018,"https://hdl.handle.net/2134/29132",""
"34, 2009 (Addis Ababa, Ethiopia)","9585785","Effect of Lake Basaka expansion on the sustainability of Matahara SE in the Awash River Basin, Ethiopia","34","Megersa Olumana, Willibald Loiskandl, Josef Furst",2018,"https://hdl.handle.net/2134/29118",""
"34, 2009 (Addis Ababa, Ethiopia)","9585686","Case studies of data collection and decision-making for small low-income community water supply in Nepal","34","Sabitri Tripathi, M.R. Templeton, W. Yiu, N. Tapley",2018,"https://hdl.handle.net/2134/29103",""
"34, 2009 (Addis Ababa, Ethiopia)","9585380","In the cause of improving community water supply management","34","Patrick Alubbe",2018,"https://hdl.handle.net/2134/29087",""
"34, 2009 (Addis Ababa, Ethiopia)","9585803","Application of integrated water resources management in a local earthdam (Makhondvolwane) in Swaziland","34","Nonhlanhla Zwane",2018,"https://hdl.handle.net/2134/29077",""
"34, 2009 (Addis Ababa, Ethiopia)","9585413","Kanchan arsenic filter: evaluation and applicability to Cambodia","34","Davin Uy, Tommy K. Ngai, Tom Mahin, C. Samnang, M. Saray, M. Adam, D. Baker",2018,"https://hdl.handle.net/2134/28995",""
"34, 2009 (Addis Ababa, Ethiopia)","9585566","Preliminary assessment of economic sustainability of water supply schemes in rural highlands of Oromia","34","Francesca Fulgoni, Michele Paba, R. Save, G. Cancelliere",2018,"https://hdl.handle.net/2134/28952",""
"34, 2009 (Addis Ababa, Ethiopia)","9585515","Water use vs. socio-economic factors in a water stressed urban area having economic affluence","34","Abulbasher M. Shahalam, S. Al-Shammari, A. Abusam",2018,"https://hdl.handle.net/2134/28941",""
"34, 2009 (Addis Ababa, Ethiopia)","9585611","Integrating sanitation and environment assessments for use in emergencies","34","Victoria Hammond, Brian Reed",2018,"https://hdl.handle.net/2134/28937",""
"34, 2009 (Addis Ababa, Ethiopia)","9585668","Using cell phones to monitor and evaluate behaviour change through community health clubs in South Africa","34","Jason Rosenfeld, Juliet Waterkeyn",2018,"https://hdl.handle.net/2134/28948",""
"34, 2009 (Addis Ababa, Ethiopia)","9585362","A web based communication and information system tool for water management in developing countries","34","Celine Dondeynaz, Paolo Mainardi, C. Carmona-Moreno, A Leone",2018,"https://hdl.handle.net/2134/28927",""
"34, 2009 (Addis Ababa, Ethiopia)","9585677","Nirmal Gujarat - an integrated approach to total sanitation in Gujarat","34","Vinay Vyasa",2018,"https://hdl.handle.net/2134/28918",""
"34, 2009 (Addis Ababa, Ethiopia)","9585587","Sustainability check: a monitoring tool for the sustainability of rural water supplies","34","Sam Godfrey, Manuel Freitas, A. Muianga, M. Amaro, P. Fernadez, L. Sousa Mosies",2018,"https://hdl.handle.net/2134/28877",""
"34, 2009 (Addis Ababa, Ethiopia)","9585782","Communication within multi-stakeholder platforms in water resource management: Ethiopian case study","34","Debora De Cosmi, Brian Reed",2018,"https://hdl.handle.net/2134/28867",""
"34, 2009 (Addis Ababa, Ethiopia)","9585347","Impact assessment in schools: impact of WASH provision in teaching-learning process, Benishangul Gumuz, Assosa Zone, Menge Woreda","34","Shibabaw Tadesse, G. Michael Hagos",2018,"https://hdl.handle.net/2134/28858",""
"34, 2009 (Addis Ababa, Ethiopia)","9585383","Live monitoring of rural drinking water schemes using mobile phone infrastructure","34","Marius A. Koestler",2018,"https://hdl.handle.net/2134/28849",""
"34, 2009 (Addis Ababa, Ethiopia)","9585740","IDIP - an effective process that improves service delivery","34","Mark Bannister",2018,"https://hdl.handle.net/2134/28836",""
"34, 2009 (Addis Ababa, Ethiopia)","9585818","Hybrid distance water learning in Ethiopia","34","Jan T. Visscher, Seyoum Leta, Jackson Wandera, Lenneke Knoop, Hugo de Vos, Darja Kragic, Raktima Mukherjee",2018,"https://hdl.handle.net/2134/28847",""
"34, 2009 (Addis Ababa, Ethiopia)","9585767","Microfinance for water and sanitation: a case study from Tiruchirappalli, India","34","Andrew Barenberg",2018,"https://hdl.handle.net/2134/28830",""
"34, 2009 (Addis Ababa, Ethiopia)","9585659","Multi-sectoral decentralized water and sanitation provision in Zambia: rhetoric and reality","34","Christopher Lungu, Peter Harvey",2018,"https://hdl.handle.net/2134/28808",""
"34, 2009 (Addis Ababa, Ethiopia)","9585398","The sustainability of water supply schemes in Mirab Abaya and Alaba Special Woreda, SNNPR, Ethiopia","34","Martine Jeths, Israel D. Haylamicheal, H.A. Abebe",2018,"https://hdl.handle.net/2134/28792",""
"34, 2009 (Addis Ababa, Ethiopia)","9585512","Institutional arrangements for private sector involvement in urban solid waste collection: case study of five cities in Ghana","34","Sampson Oduro-Kwarteng",2018,"https://hdl.handle.net/2134/28794",""
"34, 2009 (Addis Ababa, Ethiopia)","9585434","Cost-effective boreholes in sub-Saharan Africa","34","Kerstin Danert, Richard C. Carter, D. Adekile, A. MacDonald, Erich Baumann",2018,"https://hdl.handle.net/2134/28772",""
"34, 2009 (Addis Ababa, Ethiopia)","9585578","Health risks of irrigation with treated urban wastewater","34","M. Senzia, J. Marwa, J. Einsk, Richard Kimwaga, T. Kimaro, D.A. Mashauri",2018,"https://hdl.handle.net/2134/28701",""
"34, 2009 (Addis Ababa, Ethiopia)","9585374","Norms, attitudes and gender perspectives in ecological sanitation","34","Agnes Mugure, Benedict M. Mutua",2018,"https://hdl.handle.net/2134/28688",""
"34, 2009 (Addis Ababa, Ethiopia)","9585476","The capacity gap in the water and sanitation sector","34","Sue Cavill, Darren Saywell",2018,"https://hdl.handle.net/2134/28676",""
"34, 2009 (Addis Ababa, Ethiopia)","9585695","Sustainable urban water management in Cape Town, South Africa: is it a pipe dream?","34","Kirsty Carden, Kevin Winter, N. Armitage",2018,"https://hdl.handle.net/2134/28677",""
"34, 2009 (Addis Ababa, Ethiopia)","9585638","Multisectoral collaboration in Liberia: INGO WASH consortium: lessons learnt and experiences shared","34","Chantal Richey",2018,"https://hdl.handle.net/2134/28661",""
"34, 2009 (Addis Ababa, Ethiopia)","9585797","CLTS: lessons learnt from a pilot project in Timor Leste","34","Evelyn Noy, Max Kelly",2018,"https://hdl.handle.net/2134/28641",""
"34, 2009 (Addis Ababa, Ethiopia)","9585830","Evaluation of the long-term sustainability of biosand filters in rural Ethiopia","34","Paul Earwaker, J. Webster",2018,"https://hdl.handle.net/2134/28650",""
"34, 2009 (Addis Ababa, Ethiopia)","9585560","An assessment of sanitation and hygiene in primary schools in Zambia","34","Peter Harvey, Edwin Adenya",2018,"https://hdl.handle.net/2134/28633",""
"34, 2009 (Addis Ababa, Ethiopia)","9585743","Enhancing sector data management to target the water poor","34","Ricard Gine, Agusti Perez-Foguet",2018,"https://hdl.handle.net/2134/28635",""
"34, 2009 (Addis Ababa, Ethiopia)","9585395","Developing low-cost household water supply options: the potential of self supply in Ethiopia","34","Paulos S. Workneh, Abiy G. Woldeselassie, Paul Deverill",2018,"https://hdl.handle.net/2134/28518",""
"34, 2009 (Addis Ababa, Ethiopia)","9585521","Urban sanitation and wastewater treatment in Addis Ababa in the Awash Basin, Ethiopia","34","Daniel J. Van Rooijen, Girma Taddesse",2018,"https://hdl.handle.net/2134/28515",""
"34, 2009 (Addis Ababa, Ethiopia)","9585569","Innovative rainwater harvesting techniques for emergencies: lessons from the field","34","Murray Burt, Bilha Keiru",2018,"https://hdl.handle.net/2134/28517",""
"34, 2009 (Addis Ababa, Ethiopia)","9585860","The strategic role of water in sustainable economic growth and development: the case of South Africa","34","Gift Manase",2018,"https://hdl.handle.net/2134/28514",""
"34, 2009 (Addis Ababa, Ethiopia)","9585401","Situational analysis of the sanitation and hygiene programme implementation in Ethiopia","34","Alemayehu Haddis",2018,"https://hdl.handle.net/2134/28507",""
"34, 2009 (Addis Ababa, Ethiopia)","9585662","Coverage as a misleading development goal: the concept of water-person-years","34","Andreas G. Koestler, Marius A. Koestler, Lucrezia Koestler",2018,"https://hdl.handle.net/2134/28501",""
"35, 2011 (Loughborough, UK)","9592184","Community financing of rural water supplies in Timor-Leste","35","Alex Grumbley",2018,"https://hdl.handle.net/2134/31776",""
"35, 2011 (Loughborough, UK)","9592283","Returning knowledge back to Bellavista Nanay: a researcher's perspective","35","Claire Furlong, Joanne Tippett",2018,"https://hdl.handle.net/2134/31756",""
"35, 2011 (Loughborough, UK)","9592169","Experimentation on bone char-based treatment for fluoride removal from drinking water in Senegal","35","Sabrina Sorlini, Daniela Palazzini",2018,"https://hdl.handle.net/2134/31728",""
"35, 2011 (Loughborough, UK)","9592334","Ecological sanitation in low income countries: assessment of social acceptance and scope of scaling up","35","Sayed M. Uddin, Victor S. Muhandiki, J. Fukuda, M. Nakamura, A. Sakai",2018,"https://hdl.handle.net/2134/31681",""
"35, 2011 (Loughborough, UK)","9592310","Engaging with government to scale-up community-based total sanitation in Indonesia","35","Eka Setiawan, Jan Parry",2018,"https://hdl.handle.net/2134/31655",""
"35, 2011 (Loughborough, UK)","9592463","Inclusive sanitation: breaking down barriers","35","Shamim Ahmed, Hasin Jahan, B. Bala, M. Hall",2018,"https://hdl.handle.net/2134/31646",""
"35, 2011 (Loughborough, UK)","9592226","Promoting rainwater harvesting through the private sector","35","Jonathan Naugle, Tom Opio-Oming, Michelle Minc",2018,"https://hdl.handle.net/2134/31604",""
"35, 2011 (Loughborough, UK)","9592298","Evaluation of different strategies for deploying the H2S test to detect microbial contamination of drinking water","35","Jim Wright, Hong Yang, Steve Pedley, Stephen Gundry",2018,"https://hdl.handle.net/2134/31603",""
"35, 2011 (Loughborough, UK)","9592322","Wetland systems: a cheaper and efficient treatment option for food processing waste in Africa","35","Joseph Adelegan, O.A. Agbede",2018,"https://hdl.handle.net/2134/31595",""
"35, 2011 (Loughborough, UK)","9592079","Kathmandu wastewater: the way forward?","35","Darryl Jackson, Raja R. Shrestha",2018,"https://hdl.handle.net/2134/30731",""
"35, 2011 (Loughborough, UK)","9592112","Methodological lessons and findings from an impact evaluation of a WASH project in Indonesia","35","Christine Sijbesma, Bondan Sikoki, W. Suriastini, M. Ponsonby",2018,"https://hdl.handle.net/2134/30676",""
"35, 2011 (Loughborough, UK)","9592214","Guidelines for designing and managing multiple uses of water systems in rural areas in Colombia","35","Silvia Corrales Marin, Isabel Dominguez, Ines Restrepo-Tarquino",2018,"https://hdl.handle.net/2134/30640",""
"35, 2011 (Loughborough, UK)","9592100","An experience in estimating evapotranspiration using lysimeter in Hapugala, Sri Lanka","35","T.N. Wickramaarachchi, K. Sharmila, A.A.K. Lakmali, P.M.M. Vipulaguna",2018,"https://hdl.handle.net/2134/30618",""
"35, 2011 (Loughborough, UK)","9592220","Household drinking water characteristics in a peri-urban community: the case of Kifumbira Zone, Kampala, Uganda","35","Lillian Nabasirye, Robinah Kulabako, V. Atukunda, Eleanor Wozei, Joel R. Kinobe, Kenan Okurut, D. Arinaitwe",2018,"https://hdl.handle.net/2134/30624",""
"35, 2011 (Loughborough, UK)","9592358","Options analysis model for water demand management","35","Daniel J. Van Rooijen, Sam Kayaga, Ian K. Smout",2018,"https://hdl.handle.net/2134/30600",""
"35, 2011 (Loughborough, UK)","9592145","Water and sanitation status of families in Ikorodu: a peri-urban settlement in Lagos","35","Oluremi Olaleye",2018,"https://hdl.handle.net/2134/30533",""
"35, 2011 (Loughborough, UK)","9592424","Challenges for the SWM sector in post-natural disaster and post-conflict scenarios: a comparison","35","Veronica Di Bella, Daniela Giardina, M. Vaccari, C. Collivignarelli",2018,"https://hdl.handle.net/2134/30505",""
"35, 2011 (Loughborough, UK)","9592175","Portable toilets in emergencies: lessons learned from Port-au-Prince, Haiti","35","Julien Eyrard",2018,"https://hdl.handle.net/2134/30500",""
"35, 2011 (Loughborough, UK)","9592439","Integrating menstrual hygiene management (MHM) into the school water, sanitation and hygiene agenda","35","Marni Sommer",2018,"https://hdl.handle.net/2134/30456",""
"35, 2011 (Loughborough, UK)","9592373","Culture in rural water and sanitation projects: a case study","35","Alison M. Furber, Martin Crapper",2018,"https://hdl.handle.net/2134/30421",""
"35, 2011 (Loughborough, UK)","9592109","PPP with local informal providers aimed at improving water supply in the peri-urban areas of Maputo, Mozambique","35","Emmanuel Chaponniere, Bernard Collignon",2018,"https://hdl.handle.net/2134/30397",""
